canonical_taxon_id,species,order,family,genus,adult_body_mass_g,gestation_length_d,litter_size,weaning_age_d,home_range_km2,trophic_level,max_longevity_m
muscardinus_avellanarius,Muscardinus avellanarius,Rodentia,Gliridae,Muscardinus,29.19,24.97,4.3,37.61,0.003271485,2.0,72.0
mustela_africana,Mustela africana,Carnivora,Mustelidae,Mustela,536.98,,,,,,
mustela_altaica,Mustela altaica,Carnivora,Mustelidae,Mustela,180.24,40.0,5.44,56.0,,3.0,
mustela_erminea,Mustela erminea,Carnivora,Mustelidae,Mustela,284.5,66.35,6.74,60.93,0.11,3.0,85.23
mustela_eversmanii,Mustela eversmanii,Carnivora,Mustelidae,Mustela,1684.21,40.14,7.82,48.8,,3.0,
mustela_felipei,Mustela felipei,Carnivora,Mustelidae,Mustela,211.3,,,,,,
mustela_frenata,Mustela frenata,Carnivora,Mustelidae,Mustela,190.03,24.5,6.5,34.23,0.21,3.0,85.23
mustela_kathiah,Mustela kathiah,Carnivora,Mustelidae,Mustela,263.74,,,,,3.0,
mustela_lutreola,Mustela lutreola,Carnivora,Mustelidae,Mustela,566.44,43.74,4.5,58.71,0.17,3.0,120.0
mustela_lutreolina,Mustela lutreolina,Carnivora,Mustelidae,Mustela,466.25,,,,,3.0,
mustela_nivalis,Mustela nivalis,Carnivora,Mustelidae,Mustela,78.45,36.49,5.07,36.74,0.07,3.0,120.0
mustela_nudipes,Mustela nudipes,Carnivora,Mustelidae,Mustela,569.42,,4.0,,,,
mustela_putorius,Mustela putorius,Carnivora,Mustelidae,Mustela,975.55,41.49,8.48,54.39,0.53,3.0,168.0
mustela_sibirica,Mustela sibirica,Carnivora,Mustelidae,Mustela,530.85,30.12,6.48,58.2,3.41,3.0,106.0
mustela_strigidorsa,Mustela strigidorsa,Carnivora,Mustelidae,Mustela,1500.0,,,,,,
mydaus_javanensis,Mydaus javanensis,Carnivora,Mephitidae,Mydaus,2500.0,,,,,2.0,
mydaus_marchei,Mydaus marchei,Carnivora,Mephitidae,Mydaus,2500.0,,,,,,
mylomys_dybowskii,Mylomys dybowskii,Rodentia,Muridae,Mylomys,110.96,,4.04,,,,
myocastor_coypus,Myocastor coypus,Rodentia,Myocastoridae,Myocastor,6361.55,131.86,5.34,52.83,0.02,2.0,144.0
myodes_californicus,Myodes californicus,Rodentia,Cricetidae,Myodes,18.3,18.0,3.1,,0.001246353,,
myodes_gapperi,Myodes gapperi,Rodentia,Cricetidae,Myodes,19.83,18.0,5.37,30.87,0.000463061,2.0,20.0
myodes_glareolus,Myodes glareolus,Rodentia,Cricetidae,Myodes,20.73,19.74,4.31,19.73,0.000951778,2.0,58.8
myodes_rufocanus,Myodes rufocanus,Rodentia,Cricetidae,Myodes,36.43,,5.01,,,,
myodes_rutilus,Myodes rutilus,Rodentia,Cricetidae,Myodes,19.94,23.98,5.6,,,2.0,
myodes_smithii,Myodes smithii,Rodentia,Cricetidae,Myodes,34.94,19.0,4.1,27.34,,,42.0
myoictis_melas,Myoictis melas,Dasyuromorphia,Dasyuridae,Myoictis,221.77,,,,,,
myomyscus_verreauxii,Myomyscus verreauxii,Rodentia,Muridae,Myomyscus,41.0,,,,,,
myonycteris_relicta,Myonycteris relicta,Chiroptera,Pteropodidae,Myonycteris,53.32,,,,,,
myonycteris_torquata,Myonycteris torquata,Chiroptera,Pteropodidae,Myonycteris,44.92,,1.0,,,,
myoprocta_acouchy,Myoprocta acouchy,Rodentia,Dasyproctidae,Myoprocta,954.87,98.43,1.97,26.19,0.008591924,1.0,120.0
myopterus_whitleyi,Myopterus whitleyi,Chiroptera,Molossidae,Myopterus,11.55,,,,,,
myopus_schisticolor,Myopus schisticolor,Rodentia,Cricetidae,Myopus,29.99,23.74,5.25,19.86,0.000766498,,12.0
myosciurus_pumilio,Myosciurus pumilio,Rodentia,Sciuridae,Myosciurus,16.44,,1.97,,,2.0,
myosorex_cafer,Myosorex cafer,Soricomorpha,Soricidae,Myosorex,12.3,,2.99,,,2.0,
myosorex_geata,Myosorex geata,Soricomorpha,Soricidae,Myosorex,9.34,,4.0,,,,
myosorex_varius,Myosorex varius,Soricomorpha,Soricidae,Myosorex,11.68,,2.9,21.0,,3.0,12.0
myospalax_myospalax,Myospalax myospalax,Rodentia,Spalacidae,Myospalax,225.0,,4.5,,,,
myospalax_psilurus,Myospalax psilurus,Rodentia,Spalacidae,Myospalax,259.21,,3.11,,,,
myotis_adversus,Myotis adversus,Chiroptera,Vespertilionidae,Myotis,10.41,,1.0,56.28,,3.0,
myotis_albescens,Myotis albescens,Chiroptera,Vespertilionidae,Myotis,5.69,93.18,0.98,30.2,,,
myotis_altarium,Myotis altarium,Chiroptera,Vespertilionidae,Myotis,11.0,,,,,,
myotis_annectans,Myotis annectans,Chiroptera,Vespertilionidae,Myotis,9.75,,,,,,
myotis_auriculus,Myotis auriculus,Chiroptera,Vespertilionidae,Myotis,38.04,,1.0,,,3.0,38.0
myotis_austroriparius,Myotis austroriparius,Chiroptera,Vespertilionidae,Myotis,7.35,,1.88,46.8,,,72.0
myotis_bechsteinii,Myotis bechsteinii,Chiroptera,Vespertilionidae,Myotis,9.47,,1.0,,,3.0,252.0
myotis_blythii,Myotis blythii,Chiroptera,Vespertilionidae,Myotis,23.82,,0.98,,,,237.99
myotis_bocagii,Myotis bocagii,Chiroptera,Vespertilionidae,Myotis,7.93,,0.99,,,3.0,
myotis_brandtii,Myotis brandtii,Chiroptera,Vespertilionidae,Myotis,5.3,,,,,,
myotis_californicus,Myotis californicus,Chiroptera,Vespertilionidae,Myotis,4.39,,0.99,89.79,,3.0,180.0
myotis_capaccinii,Myotis capaccinii,Chiroptera,Vespertilionidae,Myotis,8.15,54.99,0.99,,,3.0,
myotis_chinensis,Myotis chinensis,Chiroptera,Vespertilionidae,Myotis,41.99,,,,,,
myotis_dasycneme,Myotis dasycneme,Chiroptera,Vespertilionidae,Myotis,15.16,,1.0,,,3.0,234.0
myotis_daubentonii,Myotis daubentonii,Chiroptera,Vespertilionidae,Myotis,7.63,55.14,1.21,35.33,,3.0,336.0
myotis_elegans,Myotis elegans,Chiroptera,Vespertilionidae,Myotis,4.21,,0.98,,,,
myotis_emarginatus,Myotis emarginatus,Chiroptera,Vespertilionidae,Myotis,7.56,,0.99,41.61,,,216.0
myotis_evotis,Myotis evotis,Chiroptera,Vespertilionidae,Myotis,6.91,,0.98,,,,
myotis_formosus,Myotis formosus,Chiroptera,Vespertilionidae,Myotis,7.07,,,,,,
myotis_fortidens,Myotis fortidens,Chiroptera,Vespertilionidae,Myotis,4.37,,0.98,,,3.0,
myotis_goudoti,Myotis goudoti,Chiroptera,Vespertilionidae,Myotis,5.56,,,,,3.0,
myotis_grisescens,Myotis grisescens,Chiroptera,Vespertilionidae,Myotis,10.84,,0.99,42.35,,3.0,471.24
myotis_hasseltii,Myotis hasseltii,Chiroptera,Vespertilionidae,Myotis,8.7,,0.99,,,,
myotis_horsfieldii,Myotis horsfieldii,Chiroptera,Vespertilionidae,Myotis,6.05,,,,,,
myotis_keaysi,Myotis keaysi,Chiroptera,Vespertilionidae,Myotis,5.45,,0.98,,,,
myotis_keenii,Myotis keenii,Chiroptera,Vespertilionidae,Myotis,6.51,,0.99,38.93,,,222.0
myotis_leibii,Myotis leibii,Chiroptera,Vespertilionidae,Myotis,5.22,,0.99,,,,
myotis_levis,Myotis levis,Chiroptera,Vespertilionidae,Myotis,5.49,,,,,,
myotis_macrodactylus,Myotis macrodactylus,Chiroptera,Vespertilionidae,Myotis,7.48,,1.0,,,,
myotis_macrotarsus,Myotis macrotarsus,Chiroptera,Vespertilionidae,Myotis,12.64,,,,,,
myotis_montivagus,Myotis montivagus,Chiroptera,Vespertilionidae,Myotis,8.3,,,,,,
myotis_muricola,Myotis muricola,Chiroptera,Vespertilionidae,Myotis,4.8,,1.0,,,3.0,
myotis_myotis,Myotis myotis,Chiroptera,Vespertilionidae,Myotis,25.59,73.0,1.5,41.99,,3.0,264.0
myotis_nattereri,Myotis nattereri,Chiroptera,Vespertilionidae,Myotis,7.25,,0.99,60.41,,3.0,180.0
myotis_nesopolus,Myotis nesopolus,Chiroptera,Vespertilionidae,Myotis,3.56,,,,,,
myotis_oxygnathus,Myotis oxygnathus,Chiroptera,Vespertilionidae,Myotis,21.23,,,,,,
myotis_oxyotus,Myotis oxyotus,Chiroptera,Vespertilionidae,Myotis,5.65,,0.98,,,,
myotis_ridleyi,Myotis ridleyi,Chiroptera,Vespertilionidae,Myotis,4.06,,,,,,
myotis_riparius,Myotis riparius,Chiroptera,Vespertilionidae,Myotis,4.57,,0.98,,,3.0,
myotis_rosseti,Myotis rosseti,Chiroptera,Vespertilionidae,Myotis,3.29,,,,,,
myotis_ruber,Myotis ruber,Chiroptera,Vespertilionidae,Myotis,4.99,,,,,,
myotis_siligorensis,Myotis siligorensis,Chiroptera,Vespertilionidae,Myotis,2.93,,0.98,,,,
myotis_sodalis,Myotis sodalis,Chiroptera,Vespertilionidae,Myotis,7.15,,0.99,46.07,,3.0,240.0
myotis_thysanodes,Myotis thysanodes,Chiroptera,Vespertilionidae,Myotis,8.49,53.55,0.99,22.69,,,219.6
myotis_tricolor,Myotis tricolor,Chiroptera,Vespertilionidae,Myotis,13.67,77.43,0.99,41.88,,,
myotis_velifer,Myotis velifer,Chiroptera,Vespertilionidae,Myotis,9.82,63.77,0.99,43.0,,3.0,135.96
myotis_vivesi,Myotis vivesi,Chiroptera,Vespertilionidae,Myotis,25.63,,0.99,,,3.0,120.0
myotis_volans,Myotis volans,Chiroptera,Vespertilionidae,Myotis,8.71,,0.99,,,,51.0
myotis_welwitschii,Myotis welwitschii,Chiroptera,Vespertilionidae,Myotis,15.88,,,,,,
myotis_yumanensis,Myotis yumanensis,Chiroptera,Vespertilionidae,Myotis,5.15,,0.99,,,,105.96
myotomys_sloggetti,Myotomys sloggetti,Rodentia,Muridae,Myotomys,106.25,38.0,1.44,16.0,,,
myotomys_unisulcatus,Myotomys unisulcatus,Rodentia,Muridae,Myotomys,102.5,36.57,1.42,13.92,,1.0,
myrmecobius_fasciatus,Myrmecobius fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius,511.44,14.0,3.68,269.23,0.24,3.0,72.0
myrmecophaga_tridactyla,Myrmecophaga tridactyla,Pilosa,Myrmecophagidae,Myrmecophaga,29531.83,182.74,1.0,79.96,4.0,3.0,312.0
mystacina_tuberculata,Mystacina tuberculata,Chiroptera,Mystacinidae,Mystacina,13.14,,0.99,,,2.0,
mystromys_albicaudatus,Mystromys albicaudatus,Rodentia,Nesomyidae,Mystromys,86.85,37.0,3.0,32.0,,,72.0
myzopoda_aurita,Myzopoda aurita,Chiroptera,Myzopodidae,Myzopoda,9.1,,,,,3.0,
naemorhedus_baileyi,Naemorhedus baileyi,Artiodactyla,Bovidae,Naemorhedus,28863.45,212.91,1.5,,,,219.0
naemorhedus_caudatus,Naemorhedus caudatus,Artiodactyla,Bovidae,Naemorhedus,26999.99,,,,,,108.96
naemorhedus_goral,Naemorhedus goral,Artiodactyla,Bovidae,Naemorhedus,28796.51,212.91,1.0,59.27,,1.0,211.2
nandinia_binotata,Nandinia binotata,Carnivora,Nandiniidae,Nandinia,2167.2,65.35,1.84,63.81,0.55,1.0,222.0
nanger_dama,Nanger dama,Artiodactyla,Bovidae,Nanger,71424.81,194.93,1.0,,,1.0,207.96
nanger_granti,Nanger granti,Artiodactyla,Bovidae,Nanger,55464.46,191.21,1.0,,,1.0,152.04
nanger_soemmerringii,Nanger soemmerringii,Artiodactyla,Bovidae,Nanger,41582.93,192.53,1.0,,,,186.0
nanonycteris_veldkampii,Nanonycteris veldkampii,Chiroptera,Pteropodidae,Nanonycteris,21.89,,0.98,,,,
napaeozapus_insignis,Napaeozapus insignis,Rodentia,Dipodidae,Napaeozapus,22.25,22.73,4.5,34.99,0.01,2.0,48.0
nasalis_larvatus,Nasalis larvatus,Primates,Cercopithecidae,Nasalis,12265.65,165.04,1.02,211.75,1.4,1.0,252.0
nasua_narica,Nasua narica,Carnivora,Procyonidae,Nasua,4578.43,76.82,4.0,132.63,0.78,2.0,212.0
nasua_nasua,Nasua nasua,Carnivora,Procyonidae,Nasua,3775.5,75.06,3.69,113.15,0.79,2.0,212.4
nasuella_olivacea,Nasuella olivacea,Carnivora,Procyonidae,Nasuella,1339.99,,,,,2.0,
natalus_stramineus,Natalus stramineus,Chiroptera,Natalidae,Natalus,5.68,244.85,0.99,50.53,,3.0,57.96
natalus_tumidirostris,Natalus tumidirostris,Chiroptera,Natalidae,Natalus,6.3,,,,,3.0,
neacomys_guianae,Neacomys guianae,Rodentia,Cricetidae,Neacomys,15.87,,,,,2.0,
neacomys_spinosus,Neacomys spinosus,Rodentia,Cricetidae,Neacomys,19.0,,,,,2.0,
neacomys_tenuipes,Neacomys tenuipes,Rodentia,Cricetidae,Neacomys,19.0,,3.94,,,2.0,
neamblysomus_julianae,Neamblysomus julianae,Afrosoricida,Chrysochloridae,Neamblysomus,21.99,,0.96,,,3.0,
necromys_amoenus,Necromys amoenus,Rodentia,Cricetidae,Necromys,27.09,,,,,,
necromys_lactens,Necromys lactens,Rodentia,Cricetidae,Necromys,32.9,,,,,,
necromys_obscurus,Necromys obscurus,Rodentia,Cricetidae,Necromys,40.69,,4.86,,,2.0,
necromys_temchuki,Necromys temchuki,Rodentia,Cricetidae,Necromys,47.2,,,,,,
necromys_urichi,Necromys urichi,Rodentia,Cricetidae,Necromys,44.84,,5.18,,,2.0,
nectogale_elegans,Nectogale elegans,Soricomorpha,Soricidae,Nectogale,38.82,,,,,3.0,
nectomys_rattus,Nectomys rattus,Rodentia,Cricetidae,Nectomys,248.8,,,,,2.0,
nelsonia_neotomodon,Nelsonia neotomodon,Rodentia,Cricetidae,Nelsonia,80.0,,,,,,
neofelis_nebulosa,Neofelis nebulosa,Carnivora,Felidae,Neofelis,14945.05,93.44,2.25,111.67,,3.0,204.0
neofiber_alleni,Neofiber alleni,Rodentia,Cricetidae,Neofiber,265.38,28.26,2.33,20.92,3.79558e-05,1.0,
neohylomys_hainanensis,Neohylomys hainanensis,Erinaceomorpha,Erinaceidae,Neohylomys,52.21,,,,,3.0,
neomys_anomalus,Neomys anomalus,Soricomorpha,Soricidae,Neomys,13.19,26.0,7.1,27.84,,,24.0
neomys_fodiens,Neomys fodiens,Soricomorpha,Soricidae,Neomys,15.26,21.38,6.39,35.34,0.000156744,2.0,36.0
neophascogale_lorentzi,Neophascogale lorentzi,Dasyuromorphia,Dasyuridae,Neophascogale,212.0,,,,,,
neoromicia_capensis,Neoromicia capensis,Chiroptera,Vespertilionidae,Neoromicia,5.96,,1.96,,,3.0,
neoromicia_flavescens,Neoromicia flavescens,Chiroptera,Vespertilionidae,Neoromicia,10.5,,,,,,
neoromicia_helios,Neoromicia helios,Chiroptera,Vespertilionidae,Neoromicia,3.56,,,,,,
neoromicia_nanus,Neoromicia nanus,Chiroptera,Vespertilionidae,Neoromicia,3.88,75.56,1.86,,,3.0,
neoromicia_rendalli,Neoromicia rendalli,Chiroptera,Vespertilionidae,Neoromicia,6.42,,,,,,
neoromicia_somalicus,Neoromicia somalicus,Chiroptera,Vespertilionidae,Neoromicia,3.53,,2.0,,,,
neoromicia_tenuipinnis,Neoromicia tenuipinnis,Chiroptera,Vespertilionidae,Neoromicia,5.35,,,,,,
neoromicia_zuluensis,Neoromicia zuluensis,Chiroptera,Vespertilionidae,Neoromicia,4.14,,,,,3.0,
neotoma_albigula,Neotoma albigula,Rodentia,Cricetidae,Neotoma,208.18,37.0,2.14,33.5,0.000197477,1.0,92.4
neotoma_angustapalata,Neotoma angustapalata,Rodentia,Cricetidae,Neotoma,198.0,,,,,,
neotoma_anthonyi,Neotoma anthonyi,Rodentia,Cricetidae,Neotoma,195.4,,,,,,
neotoma_bryanti,Neotoma bryanti,Rodentia,Cricetidae,Neotoma,182.0,,,,,,
neotoma_bunkeri,Neotoma bunkeri,Rodentia,Cricetidae,Neotoma,375.0,,,,,,
neotoma_cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,285.89,29.69,3.45,26.35,0.03,1.0,
neotoma_devia,Neotoma devia,Rodentia,Cricetidae,Neotoma,200.0,,,,,,
neotoma_goldmani,Neotoma goldmani,Rodentia,Cricetidae,Neotoma,198.0,,1.29,,,,
neotoma_lepida,Neotoma lepida,Rodentia,Cricetidae,Neotoma,143.88,32.99,2.7,33.24,0.001105651,1.0,
neotoma_martinensis,Neotoma martinensis,Rodentia,Cricetidae,Neotoma,240.16,,,,,,
neotoma_mexicana,Neotoma mexicana,Rodentia,Cricetidae,Neotoma,203.0,33.21,2.59,,,1.0,
neotoma_micropus,Neotoma micropus,Rodentia,Cricetidae,Neotoma,255.14,34.0,2.5,29.83,0.000200287,1.0,27.0
neotoma_nelsoni,Neotoma nelsoni,Rodentia,Cricetidae,Neotoma,198.0,,,,,,
neotoma_palatina,Neotoma palatina,Rodentia,Cricetidae,Neotoma,198.0,,,,,,
neotoma_phenax,Neotoma phenax,Rodentia,Cricetidae,Neotoma,227.49,,2.0,,,1.0,
neotoma_stephensi,Neotoma stephensi,Rodentia,Cricetidae,Neotoma,149.22,31.65,1.06,36.6,,2.0,
neotomodon_alstoni,Neotomodon alstoni,Rodentia,Cricetidae,Neotomodon,44.64,27.29,3.2,,0.001524967,,
neotomys_ebriosus,Neotomys ebriosus,Rodentia,Cricetidae,Neotomys,64.5,,,,,,
neotragus_batesi,Neotragus batesi,Artiodactyla,Bovidae,Neotragus,2967.45,181.24,1.0,,,1.0,168.0
neotragus_moschatus,Neotragus moschatus,Artiodactyla,Bovidae,Neotragus,5639.01,180.0,1.0,,,1.0,168.0
neotragus_pygmaeus,Neotragus pygmaeus,Artiodactyla,Bovidae,Neotragus,3913.68,180.0,1.0,,,1.0,168.0
nesokia_indica,Nesokia indica,Rodentia,Muridae,Nesokia,178.08,17.0,4.18,,,1.0,
nesolagus_netscheri,Nesolagus netscheri,Lagomorpha,Leporidae,Nesolagus,1511.67,,,,,1.0,
nesomys_rufus,Nesomys rufus,Rodentia,Nesomyidae,Nesomys,163.96,,,,0.003902215,1.0,
neurotrichus_gibbsii,Neurotrichus gibbsii,Soricomorpha,Talpidae,Neurotrichus,9.56,21.27,2.99,,0.002858953,2.0,
neusticomys_monticolus,Neusticomys monticolus,Rodentia,Cricetidae,Neusticomys,39.5,,1.94,,,,
neusticomys_mussoi,Neusticomys mussoi,Rodentia,Cricetidae,Neusticomys,40.0,,,,,,
neusticomys_oyapocki,Neusticomys oyapocki,Rodentia,Cricetidae,Neusticomys,47.0,,,,,3.0,
neusticomys_peruviensis,Neusticomys peruviensis,Rodentia,Cricetidae,Neusticomys,40.0,,,,,3.0,
neusticomys_venezuelae,Neusticomys venezuelae,Rodentia,Cricetidae,Neusticomys,47.1,,,,,3.0,
ningaui_ridei,Ningaui ridei,Dasyuromorphia,Dasyuridae,Ningaui,9.42,13.49,5.99,90.74,,,24.0
ningaui_timealeyi,Ningaui timealeyi,Dasyuromorphia,Dasyuridae,Ningaui,6.37,,5.7,,,,24.0
ningaui_yvonnae,Ningaui yvonnae,Dasyuromorphia,Dasyuridae,Ningaui,9.3,,7.0,,,,
niviventer_coninga,Niviventer coninga,Rodentia,Muridae,Niviventer,80.65,,2.37,,,,
niviventer_cremoriventer,Niviventer cremoriventer,Rodentia,Muridae,Niviventer,71.54,,3.7,,,,
niviventer_culturatus,Niviventer culturatus,Rodentia,Muridae,Niviventer,81.17,,,,,,
niviventer_fulvescens,Niviventer fulvescens,Rodentia,Muridae,Niviventer,81.79,,4.41,,,,
niviventer_niviventer,Niviventer niviventer,Rodentia,Muridae,Niviventer,100.0,,,,,,
niviventer_rapit,Niviventer rapit,Rodentia,Muridae,Niviventer,79.73,,,,,,
noctilio_albiventris,Noctilio albiventris,Chiroptera,Noctilionidae,Noctilio,31.46,,0.99,77.56,,2.0,
noctilio_leporinus,Noctilio leporinus,Chiroptera,Noctilionidae,Noctilio,29.93,,,,,,
nomascus_concolor,Nomascus concolor,Primates,Hylobatidae,Nomascus,6410.47,205.81,1.01,635.13,1.05,2.0,529.2
nomascus_leucogenys,Nomascus leucogenys,Primates,Hylobatidae,Nomascus,7320.0,,,,,,
notiomys_edwardsii,Notiomys edwardsii,Rodentia,Cricetidae,Notiomys,21.3,,,,,3.0,
notomys_alexis,Notomys alexis,Rodentia,Muridae,Notomys,32.34,32.67,4.01,30.0,,,62.4
notomys_aquilo,Notomys aquilo,Rodentia,Muridae,Notomys,38.99,,,,,2.0,
notomys_cervinus,Notomys cervinus,Rodentia,Muridae,Notomys,34.79,41.54,2.95,32.62,,,
notomys_fuscus,Notomys fuscus,Rodentia,Muridae,Notomys,39.28,34.99,3.07,30.0,,2.0,
notomys_mitchellii,Notomys mitchellii,Rodentia,Muridae,Notomys,42.8,35.97,3.28,30.2,,,
notopteris_macdonaldi,Notopteris macdonaldi,Chiroptera,Pteropodidae,Notopteris,68.17,,0.99,,,,
notoryctes_typhlops,Notoryctes typhlops,Notoryctemorphia,Notoryctidae,Notoryctes,55.0,,1.0,,,2.0,18.0
nyctalus_lasiopterus,Nyctalus lasiopterus,Chiroptera,Vespertilionidae,Nyctalus,45.98,,1.82,59.44,,3.0,
nyctalus_leisleri,Nyctalus leisleri,Chiroptera,Vespertilionidae,Nyctalus,12.47,,1.73,,,,
nyctalus_noctula,Nyctalus noctula,Chiroptera,Vespertilionidae,Nyctalus,28.48,72.24,1.33,47.89,,3.0,144.0
nyctereutes_procyonoides,Nyctereutes procyonoides,Carnivora,Canidae,Nyctereutes,4214.99,61.84,6.36,49.69,1.15,2.0,168.0
nycteris_arge,Nycteris arge,Chiroptera,Nycteridae,Nycteris,10.79,,0.98,58.26,,,
nycteris_gambiensis,Nycteris gambiensis,Chiroptera,Nycteridae,Nycteris,7.13,,,,,,
nycteris_grandis,Nycteris grandis,Chiroptera,Nycteridae,Nycteris,29.8,,1.0,,,3.0,
nycteris_hispida,Nycteris hispida,Chiroptera,Nycteridae,Nycteris,7.98,91.24,0.99,,,,
nycteris_javanica,Nycteris javanica,Chiroptera,Nycteridae,Nycteris,17.78,,1.0,,,3.0,
nycteris_macrotis,Nycteris macrotis,Chiroptera,Nycteridae,Nycteris,14.49,78.21,0.99,60.41,,3.0,
nycteris_madagascariensis,Nycteris madagascariensis,Chiroptera,Nycteridae,Nycteris,17.69,,,,,3.0,
nycteris_nana,Nycteris nana,Chiroptera,Nycteridae,Nycteris,6.98,107.97,1.0,52.5,,,
nycteris_thebaica,Nycteris thebaica,Chiroptera,Nycteridae,Nycteris,9.2,114.95,1.0,60.83,,3.0,
nycteris_tragata,Nycteris tragata,Chiroptera,Nycteridae,Nycteris,14.4,,,,,3.0,
nycteris_woodi,Nycteris woodi,Chiroptera,Nycteridae,Nycteris,7.6,,,,,,
nycticebus_bengalensis,Nycticebus bengalensis,Primates,Lorisidae,Nycticebus,1137.36,,,,,,
nycticebus_coucang,Nycticebus coucang,Primates,Lorisidae,Nycticebus,924.55,191.09,1.12,181.21,,2.0,318.0
nycticebus_pygmaeus,Nycticebus pygmaeus,Primates,Lorisidae,Nycticebus,342.32,185.42,1.75,,,,
nycticeinops_schlieffeni,Nycticeinops schlieffeni,Chiroptera,Vespertilionidae,Nycticeinops,5.05,78.63,2.54,,,3.0,
nycticeius_humeralis,Nycticeius humeralis,Chiroptera,Vespertilionidae,Nycticeius,9.12,,1.94,28.28,,,60.0
nyctimene_aello,Nyctimene aello,Chiroptera,Pteropodidae,Nyctimene,85.26,,0.98,,,,
nyctimene_albiventer,Nyctimene albiventer,Chiroptera,Pteropodidae,Nyctimene,29.95,,0.98,,,1.0,
nyctimene_cephalotes,Nyctimene cephalotes,Chiroptera,Pteropodidae,Nyctimene,44.92,,0.98,,,,
nyctimene_certans,Nyctimene certans,Chiroptera,Pteropodidae,Nyctimene,43.24,,,,,,
nyctimene_cyclotis,Nyctimene cyclotis,Chiroptera,Pteropodidae,Nyctimene,48.83,,,,,,
nyctimene_draconilla,Nyctimene draconilla,Chiroptera,Pteropodidae,Nyctimene,30.15,,,,,2.0,
nyctimene_major,Nyctimene major,Chiroptera,Pteropodidae,Nyctimene,107.06,,,,,,
nyctimene_malaitensis,Nyctimene malaitensis,Chiroptera,Pteropodidae,Nyctimene,78.39,,,,,,
nyctimene_masalai,Nyctimene masalai,Chiroptera,Pteropodidae,Nyctimene,53.2,,,,,,
nyctimene_rabori,Nyctimene rabori,Chiroptera,Pteropodidae,Nyctimene,68.25,138.16,1.0,105.0,,1.0,
nyctimene_robinsoni,Nyctimene robinsoni,Chiroptera,Pteropodidae,Nyctimene,48.83,,0.99,,,1.0,
nyctimene_vizcaccia,Nyctimene vizcaccia,Chiroptera,Pteropodidae,Nyctimene,41.96,,,,,,
nyctinomops_aurispinosus,Nyctinomops aurispinosus,Chiroptera,Molossidae,Nyctinomops,18.43,,1.0,,,3.0,
nyctinomops_femorosaccus,Nyctinomops femorosaccus,Chiroptera,Molossidae,Nyctinomops,15.04,,0.99,,,3.0,
nyctinomops_laticaudatus,Nyctinomops laticaudatus,Chiroptera,Molossidae,Nyctinomops,13.12,,0.99,,,,
nyctinomops_macrotis,Nyctinomops macrotis,Chiroptera,Molossidae,Nyctinomops,16.38,,0.99,,,3.0,
nyctomys_sumichrasti,Nyctomys sumichrasti,Rodentia,Cricetidae,Nyctomys,59.99,33.98,2.0,24.85,,1.0,62.4
nyctophilus_arnhemensis,Nyctophilus arnhemensis,Chiroptera,Vespertilionidae,Nyctophilus,6.83,,,,,,
nyctophilus_bifax,Nyctophilus bifax,Chiroptera,Vespertilionidae,Nyctophilus,9.89,,2.0,,,,
nyctophilus_gouldi,Nyctophilus gouldi,Chiroptera,Vespertilionidae,Nyctophilus,11.32,22.94,1.54,44.34,,3.0,
nyctophilus_microtis,Nyctophilus microtis,Chiroptera,Vespertilionidae,Nyctophilus,7.29,,,,,,
nyctophilus_timoriensis,Nyctophilus timoriensis,Chiroptera,Vespertilionidae,Nyctophilus,11.02,,2.0,,,3.0,
nyctophilus_walkeri,Nyctophilus walkeri,Chiroptera,Vespertilionidae,Nyctophilus,4.44,,,,,,
ochotona_alpina,Ochotona alpina,Lagomorpha,Ochotonidae,Ochotona,150.0,28.98,3.07,21.0,,,36.0
ochotona_cansus,Ochotona cansus,Lagomorpha,Ochotonidae,Ochotona,68.75,24.49,3.65,18.0,0.000567109,1.0,60.0
ochotona_collaris,Ochotona collaris,Lagomorpha,Ochotonidae,Ochotona,129.0,,3.35,,0.001003006,1.0,72.0
ochotona_curzoniae,Ochotona curzoniae,Lagomorpha,Ochotonidae,Ochotona,159.47,22.5,4.39,,0.001073894,1.0,
ochotona_dauurica,Ochotona dauurica,Lagomorpha,Ochotonidae,Ochotona,131.01,30.0,5.91,,,1.0,
ochotona_huangensis,Ochotona huangensis,Lagomorpha,Ochotonidae,Ochotona,105.33,,,,,,
ochotona_hyperborea,Ochotona hyperborea,Lagomorpha,Ochotonidae,Ochotona,120.0,28.0,3.02,,0.002148301,,
ochotona_macrotis,Ochotona macrotis,Lagomorpha,Ochotonidae,Ochotona,204.75,,4.23,,,,
ochotona_princeps,Ochotona princeps,Lagomorpha,Ochotonidae,Ochotona,157.63,30.44,2.88,26.45,0.001114724,1.0,84.0
ochotona_pusilla,Ochotona pusilla,Lagomorpha,Ochotonidae,Ochotona,142.5,21.99,8.59,21.0,,1.0,48.0
ochotona_roylei,Ochotona roylei,Lagomorpha,Ochotonidae,Ochotona,260.0,,3.0,21.0,,,
ochotona_rufescens,Ochotona rufescens,Lagomorpha,Ochotonidae,Ochotona,250.0,25.75,6.05,19.09,,,
